,ZCTA,45to65Total,45to65Highschool,45to65Bachelors,Over65Total,Over65Highschool,Over65Bachelors
6080,ZCTA5 19444,3126,3072,2156,2313,2142,952
6081,ZCTA5 19446,15582,14997,7768,10032,8851,3413
6082,ZCTA5 19453,425,368,119,167,115,0
6083,ZCTA5 19454,8431,8210,4233,4349,3740,1276
6084,ZCTA5 19456,285,285,118,0,0,0
6085,ZCTA5 19457,94,94,0,20,20,0
6086,ZCTA5 19460,11087,10728,5740,5672,4911,1825
6087,ZCTA5 19462,4589,4407,2066,2477,2134,693
6088,ZCTA5 19464,12424,11223,2536,6431,4795,921
6089,ZCTA5 19465,5272,5047,2071,2730,2422,768
6090,ZCTA5 19468,7490,7285,2583,3526,3070,705
6091,ZCTA5 19472,0,0,0,0,0,0
6092,ZCTA5 19473,4988,4761,1978,2012,1655,505
6093,ZCTA5 19474,145,145,130,196,183,29
6094,ZCTA5 19475,3387,3198,1255,1966,1601,504
6095,ZCTA5 19477,12,12,12,103,81,10
6096,ZCTA5 19492,30,30,18,307,271,96
6097,ZCTA5 19501,307,277,28,111,77,6
6098,ZCTA5 19503,371,334,48,232,183,24
6099,ZCTA5 19504,1965,1883,517,726,660,123
6100,ZCTA5 19505,919,830,120,644,431,55
6101,ZCTA5 19506,2440,2154,487,1185,862,154
6102,ZCTA5 19507,844,743,105,715,502,56
6103,ZCTA5 19508,5560,5125,1269,2633,2107,348
6104,ZCTA5 19510,2287,2117,632,882,756,96
6105,ZCTA5 19511,49,49,0,81,44,21
6106,ZCTA5 19512,5609,5104,1101,3160,2334,518
6107,ZCTA5 19518,4322,4024,1363,2193,1839,482
6108,ZCTA5 19519,34,34,0,0,0,0
6109,ZCTA5 19520,1871,1777,606,1210,1012,298
6110,ZCTA5 19522,4712,4380,865,2348,1823,316
6111,ZCTA5 19523,167,167,25,33,33,0
6112,ZCTA5 19525,4951,4810,2062,1878,1528,352
6113,ZCTA5 19526,3449,3105,471,2287,1504,144
6114,ZCTA5 19529,1140,1000,220,626,463,108
6115,ZCTA5 19530,3477,3269,989,2068,1617,423
6116,ZCTA5 19533,2330,2079,427,1277,875,57
6117,ZCTA5 19534,681,576,186,287,224,27
6118,ZCTA5 19535,29,29,27,0,0,0
6119,ZCTA5 19536,135,127,22,165,83,2
6120,ZCTA5 19538,13,13,0,16,0,0
6121,ZCTA5 19539,1397,1299,282,747,534,100
6122,ZCTA5 19540,3985,3801,1219,1731,1259,315
6123,ZCTA5 19541,1323,1219,299,490,342,90
6124,ZCTA5 19542,0,0,0,0,0,0
6125,ZCTA5 19543,1803,1681,465,685,549,141
6126,ZCTA5 19544,25,25,5,0,0,0
6127,ZCTA5 19545,220,197,0,123,123,38
6128,ZCTA5 19547,1484,1461,554,611,478,78
6129,ZCTA5 19549,75,61,9,39,28,1
6130,ZCTA5 19550,161,149,26,91,80,20
6131,ZCTA5 19551,1770,1648,392,942,764,129
6132,ZCTA5 19554,156,145,18,68,58,0
6133,ZCTA5 19555,1032,929,144,702,496,67
6134,ZCTA5 19559,90,75,10,68,53,3
6135,ZCTA5 19560,2224,1864,444,1184,848,95
6136,ZCTA5 19562,635,604,158,712,598,140
6137,ZCTA5 19564,21,15,0,12,6,0
6138,ZCTA5 19565,2784,2585,544,1939,1589,335
6139,ZCTA5 19567,1537,1394,310,898,648,128
6140,ZCTA5 19601,7254,4506,883,3193,1761,243
6141,ZCTA5 19602,3959,2621,357,1887,993,172
6142,ZCTA5 19604,5385,3523,552,1981,1228,246
6143,ZCTA5 19605,5720,5176,1231,3908,3096,499
6144,ZCTA5 19606,9456,8809,2943,5360,4365,931
6145,ZCTA5 19607,5669,5293,1640,4885,3948,974
6146,ZCTA5 19608,6932,6692,2578,2957,2522,574
6147,ZCTA5 19609,2554,2496,619,1611,1404,290
6148,ZCTA5 19610,3789,3722,2061,3913,3638,1471
6149,ZCTA5 19611,2040,1758,300,1593,1143,192
6150,ZCTA5 19701,11809,11403,4049,3874,3251,882
6151,ZCTA5 19702,13684,12386,4325,3832,3176,689
6152,ZCTA5 19703,3923,3643,918,2061,1694,377
6153,ZCTA5 19706,634,579,83,231,179,26
6154,ZCTA5 19707,5178,5040,3374,3137,2846,1516
6155,ZCTA5 19709,11105,10603,3375,3926,3133,652
6156,ZCTA5 19710,10,10,0,9,9,0
6157,ZCTA5 19711,13287,12984,7210,7055,6618,2955
6158,ZCTA5 19713,8008,7283,1874,4427,3747,987
6159,ZCTA5 19716,0,0,0,0,0,0
6160,ZCTA5 19717,0,0,0,0,0,0
6161,ZCTA5 19720,16348,14415,2575,7574,5944,904
6162,ZCTA5 19730,132,123,52,230,228,85
6163,ZCTA5 19731,29,29,0,81,69,39
6164,ZCTA5 19732,24,24,24,18,18,9
6165,ZCTA5 19733,40,31,16,71,71,0
6166,ZCTA5 19734,3321,2983,885,1492,1200,195
6167,ZCTA5 19735,0,0,0,0,0,0
6168,ZCTA5 19736,0,0,0,0,0,0
6169,ZCTA5 19801,3709,2944,494,1513,999,201
6170,ZCTA5 19802,6855,5838,1528,3419,2536,622
6171,ZCTA5 19803,6748,6611,4254,4886,4641,2355
6172,ZCTA5 19804,5091,4509,896,2551,2050,211
6173,ZCTA5 19805,9797,8410,1892,4169,3037,545
6174,ZCTA5 19806,2382,2223,1340,2389,2056,870
6175,ZCTA5 19807,2177,2142,1667,1892,1870,1293
6176,ZCTA5 19808,11145,10540,4421,7041,6247,1757
6177,ZCTA5 19809,4244,4033,1526,2031,1827,564
6178,ZCTA5 19810,7770,7613,3822,5002,4589,1941
6179,ZCTA5 19901,7668,6774,1845,5069,3922,1137
6180,ZCTA5 19902,0,0,0,0,0,0
6181,ZCTA5 19904,7799,6941,2160,5456,4607,1555
6182,ZCTA5 19930,678,678,413,1204,1167,649
6183,ZCTA5 19931,55,52,16,101,74,21
6184,ZCTA5 19933,2623,2129,238,1667,1287,374
6185,ZCTA5 19934,4118,3696,1122,2387,1954,510
6186,ZCTA5 19936,83,64,5,33,0,0
6187,ZCTA5 19938,2623,2109,287,1138,854,73
6188,ZCTA5 19939,1789,1726,449,1714,1556,452
6189,ZCTA5 19940,1293,1059,217,1011,703,60
6190,ZCTA5 19941,807,627,53,337,208,14
6191,ZCTA5 19943,3084,2696,552,1778,1330,298
6192,ZCTA5 19944,200,200,89,335,324,164
6193,ZCTA5 19945,1942,1566,299,1499,1217,349
6194,ZCTA5 19946,1229,1090,136,857,667,140
6195,ZCTA5 19947,4509,3700,701,2742,2118,336
6196,ZCTA5 19950,2170,1575,256,1204,923,122
6197,ZCTA5 19951,527,521,192,494,455,140
6198,ZCTA5 19952,2910,2588,443,1646,1242,159
6199,ZCTA5 19953,1174,1032,197,603,462,69
6200,ZCTA5 19954,556,451,75,221,209,4
6201,ZCTA5 19955,32,26,0,8,7,0
6202,ZCTA5 19956,4339,3693,596,2219,1767,214
6203,ZCTA5 19958,7239,6784,2498,8038,7255,2540
6204,ZCTA5 19960,1748,1380,329,1089,914,169
6205,ZCTA5 19962,3261,3046,930,1254,1093,339
6206,ZCTA5 19963,5390,4703,1419,3901,3230,749
6207,ZCTA5 19964,479,401,53,187,177,75
6208,ZCTA5 19966,7680,6824,1215,7020,5584,1114
6209,ZCTA5 19967,225,225,46,149,129,46
6210,ZCTA5 19968,2843,2621,775,2023,1821,669
6211,ZCTA5 19970,2411,2331,902,2368,2223,722
6212,ZCTA5 19971,4841,4719,2438,3813,3637,1903
6213,ZCTA5 19973,6649,5708,1090,4527,3476,829
6214,ZCTA5 19975,2587,2346,626,2665,2265,455
6215,ZCTA5 19977,7199,6061,1311,3476,2748,479
6216,ZCTA5 19979,159,144,15,64,53,13
6217,ZCTA5 20001,7710,6163,2989,3131,1987,558
6218,ZCTA5 20002,13149,10895,4677,5182,3717,1171
6219,ZCTA5 20003,6286,5726,3493,2749,2289,1411
6220,ZCTA5 20004,419,419,371,229,229,229
6221,ZCTA5 20005,2703,2402,1524,984,669,280
6222,ZCTA5 20006,47,47,17,104,104,48
6223,ZCTA5 20007,5623,5473,4768,3445,3280,2548
6224,ZCTA5 20008,6001,5879,5290,4951,4695,3775
6225,ZCTA5 20009,9666,8551,6221,3390,2744,1863
6226,ZCTA5 20010,6148,4878,2409,2732,1758,627
6227,ZCTA5 20011,17238,14946,5954,8511,6611,2162
6228,ZCTA5 20012,4497,4110,2631,2576,2289,1196
6229,ZCTA5 20015,4786,4701,4116,2910,2725,2214
6230,ZCTA5 20016,8745,8480,7439,5664,5513,4345
6231,ZCTA5 20017,4497,3912,1829,3376,2861,1072
6232,ZCTA5 20018,5109,4246,1377,3392,2471,554
6233,ZCTA5 20019,14530,11638,1552,6952,4912,732
6234,ZCTA5 20020,13275,11144,1954,5416,4047,862
6235,ZCTA5 20024,2960,2647,1681,1914,1718,1227
6236,ZCTA5 20032,8644,6843,1233,3049,2211,236
6237,ZCTA5 20036,1050,1015,774,292,271,185
6238,ZCTA5 20037,1980,1933,1626,1920,1782,1282
6239,ZCTA5 20045,0,0,0,0,0,0
6240,ZCTA5 20052,0,0,0,0,0,0
6241,ZCTA5 20053,0,0,0,0,0,0
6242,ZCTA5 20057,36,36,18,0,0,0
6243,ZCTA5 20064,39,39,20,17,17,17
6244,ZCTA5 20105,3498,3268,2254,686,573,267
6245,ZCTA5 20106,1687,1571,446,859,658,239
6246,ZCTA5 20109,7631,6124,1791,2202,1802,661
6247,ZCTA5 20110,11855,9947,3802,3818,3116,966
6248,ZCTA5 20111,8391,6956,2454,2513,1872,673
6249,ZCTA5 20112,9404,9015,4992,2346,2073,830
6250,ZCTA5 20115,2081,1999,690,1101,963,388
6251,ZCTA5 20117,911,889,526,620,486,231
6252,ZCTA5 20118,3,3,0,5,5,0
6253,ZCTA5 20119,1522,1348,387,700,525,223
6254,ZCTA5 20120,11710,11353,7369,3005,2672,1291
6255,ZCTA5 20121,7801,7284,3536,1530,1260,513
6256,ZCTA5 20124,5478,5404,4007,1715,1588,952
6257,ZCTA5 20129,244,244,161,22,22,11
6258,ZCTA5 20130,57,57,19,48,48,20
6259,ZCTA5 20132,5127,4975,2563,1647,1458,775
6260,ZCTA5 20135,1065,966,407,333,281,68
6261,ZCTA5 20136,6648,6378,3397,1271,1154,351
6262,ZCTA5 20137,459,439,262,166,146,55
6263,ZCTA5 20139,97,97,29,17,17,0
6264,ZCTA5 20141,1848,1759,1131,372,303,123
6265,ZCTA5 20143,253,253,120,250,189,131
6266,ZCTA5 20144,487,479,142,97,86,39
6267,ZCTA5 20147,15132,14631,9131,4972,4705,2446
6268,ZCTA5 20148,7643,7383,5280,928,839,435
6269,ZCTA5 20151,7028,6644,4066,1457,1195,617
6270,ZCTA5 20152,5811,5601,3765,1427,1266,659
6271,ZCTA5 20155,7828,7611,4026,4072,3842,2054
6272,ZCTA5 20158,1429,1404,841,620,492,244
6273,ZCTA5 20164,9273,7779,3075,3483,2814,923
6274,ZCTA5 20165,9662,9351,5868,3182,2855,1650
6275,ZCTA5 20166,2133,1878,1032,339,295,114
6276,ZCTA5 20169,5975,5814,3415,2662,2428,1279
6277,ZCTA5 20170,11334,10275,6563,3153,2721,1183
6278,ZCTA5 20171,13160,12560,9749,2967,2678,1639
6279,ZCTA5 20175,8607,8304,5252,2735,2368,850
6280,ZCTA5 20176,13004,12084,7249,4607,3990,1863
6281,ZCTA5 20180,2331,2257,1261,594,525,171
6282,ZCTA5 20181,2448,2288,916,1197,994,266
6283,ZCTA5 20184,209,200,200,126,89,25
6284,ZCTA5 20186,4163,3931,1746,2727,2372,820
6285,ZCTA5 20187,5241,4964,2310,2191,1903,865
6286,ZCTA5 20190,4575,4394,2802,2874,2622,1694
6287,ZCTA5 20191,7739,7464,5032,3956,3696,2514
6288,ZCTA5 20194,4618,4521,3687,1083,1083,845
6289,ZCTA5 20197,565,565,395,200,200,167
6290,ZCTA5 20198,660,625,186,548,485,159
6291,ZCTA5 20202,0,0,0,0,0,0
6292,ZCTA5 20204,0,0,0,0,0,0
6293,ZCTA5 20228,0,0,0,0,0,0
6294,ZCTA5 20230,0,0,0,0,0,0
6295,ZCTA5 20240,0,0,0,0,0,0
6296,ZCTA5 20245,0,0,0,0,0,0
6297,ZCTA5 20260,0,0,0,0,0,0
6298,ZCTA5 20307,28,19,0,0,0,0
6299,ZCTA5 20317,69,62,15,413,374,159
6300,ZCTA5 20319,0,0,0,0,0,0
6301,ZCTA5 20373,0,0,0,0,0,0
6302,ZCTA5 20390,0,0,0,0,0,0
6303,ZCTA5 20405,0,0,0,0,0,0
6304,ZCTA5 20418,0,0,0,0,0,0
6305,ZCTA5 20427,0,0,0,0,0,0
6306,ZCTA5 20506,0,0,0,0,0,0
6307,ZCTA5 20510,0,0,0,0,0,0
6308,ZCTA5 20520,0,0,0,0,0,0
6309,ZCTA5 20535,0,0,0,0,0,0
6310,ZCTA5 20540,0,0,0,0,0,0
6311,ZCTA5 20551,0,0,0,0,0,0
6312,ZCTA5 20553,0,0,0,0,0,0
6313,ZCTA5 20560,0,0,0,0,0,0
6314,ZCTA5 20565,0,0,0,0,0,0
6315,ZCTA5 20566,0,0,0,0,0,0
6316,ZCTA5 20593,0,0,0,0,0,0
6317,ZCTA5 20601,7352,6987,1791,2100,1683,292
6318,ZCTA5 20602,5939,5593,1319,2285,1828,312
6319,ZCTA5 20603,8755,8440,3402,2149,1821,672
6320,ZCTA5 20606,73,64,0,161,94,0
6321,ZCTA5 20607,3733,3590,1549,1090,922,453
6322,ZCTA5 20608,282,246,32,151,96,20
6323,ZCTA5 20609,225,193,23,306,211,52
6324,ZCTA5 20611,420,394,101,246,184,17
6325,ZCTA5 20612,160,88,0,256,212,54
6326,ZCTA5 20613,4628,4248,1199,1644,1333,230
6327,ZCTA5 20615,88,66,0,86,72,0
6328,ZCTA5 20616,1486,1302,279,658,559,97
6329,ZCTA5 20617,231,172,49,222,212,45
6330,ZCTA5 20618,226,226,20,123,68,18
6331,ZCTA5 20619,2983,2928,1468,767,658,212
6332,ZCTA5 20620,483,408,116,251,201,38
6333,ZCTA5 20621,314,286,29,215,189,35
6334,ZCTA5 20622,1463,1377,347,880,719,178
6335,ZCTA5 20623,983,922,362,290,233,115
6336,ZCTA5 20624,461,461,83,192,130,0
6337,ZCTA5 20625,180,164,19,143,136,36
6338,ZCTA5 20626,118,104,25,64,64,32
6339,ZCTA5 20628,22,22,0,87,34,12
6340,ZCTA5 20629,85,66,21,55,55,26
6341,ZCTA5 20630,145,145,13,77,77,11
6342,ZCTA5 20632,86,53,5,19,19,0
6343,ZCTA5 20634,1972,1536,441,483,381,113
6344,ZCTA5 20636,2890,2771,970,1328,1122,303
6345,ZCTA5 20637,2258,2048,636,548,473,145
6346,ZCTA5 20639,5030,4795,1836,1664,1463,458
6347,ZCTA5 20640,2883,2654,438,1180,902,152
6348,ZCTA5 20645,300,292,93,74,61,24
6349,ZCTA5 20646,6009,5721,1679,2913,2483,653
6350,ZCTA5 20650,4422,4110,1777,2098,1746,598
6351,ZCTA5 20653,5398,4985,1662,2099,1729,529
6352,ZCTA5 20657,5987,5791,1422,1726,1488,565
6353,ZCTA5 20658,339,339,31,178,114,39
6354,ZCTA5 20659,7285,6837,1382,2896,2148,495
6355,ZCTA5 20660,0,0,0,25,25,0
6356,ZCTA5 20662,1073,870,65,507,337,53
6357,ZCTA5 20664,735,678,135,562,421,52
6358,ZCTA5 20667,242,242,59,48,29,0
6359,ZCTA5 20670,52,52,23,0,0,0
6360,ZCTA5 20674,312,275,82,215,188,110
6361,ZCTA5 20675,519,469,60,293,237,69
6362,ZCTA5 20676,1266,1105,324,396,325,160
6363,ZCTA5 20677,807,782,330,268,224,48
6364,ZCTA5 20678,3651,3397,698,1847,1348,347
6365,ZCTA5 20680,401,386,57,66,66,17
6366,ZCTA5 20684,318,279,126,181,181,63
6367,ZCTA5 20685,2452,2351,728,760,718,274
6368,ZCTA5 20686,70,70,70,0,0,0
6369,ZCTA5 20687,130,113,22,54,54,40
6370,ZCTA5 20688,354,315,289,998,907,378
6371,ZCTA5 20689,544,488,154,217,174,7
6372,ZCTA5 20690,316,299,160,112,99,61
6373,ZCTA5 20692,618,557,73,132,118,13
6374,ZCTA5 20693,461,403,119,268,188,71
6375,ZCTA5 20695,1808,1757,512,877,806,263
6376,ZCTA5 20701,0,0,0,0,0,0
6377,ZCTA5 20705,7313,6264,2693,3083,2339,888
6378,ZCTA5 20706,10186,8693,3017,4361,3602,1091
6379,ZCTA5 20707,8557,7607,3323,3484,2996,1148
6380,ZCTA5 20708,6050,5331,2432,2189,1854,725
6381,ZCTA5 20710,2065,1687,263,1071,663,121
6382,ZCTA5 20711,2016,1878,457,900,685,122
6383,ZCTA5 20712,2043,1449,525,651,509,141
6384,ZCTA5 20714,1269,1178,331,639,545,134
6385,ZCTA5 20715,7822,7601,3848,4032,3648,1537
6386,ZCTA5 20716,6398,6128,2957,2308,2084,826
6387,ZCTA5 20720,6850,6633,4001,2080,1906,834
6388,ZCTA5 20721,9488,9296,5167,3781,3473,1678
6389,ZCTA5 20722,1558,1098,291,666,412,78
6390,ZCTA5 20723,8604,8232,4489,2230,1952,929
6391,ZCTA5 20724,4503,4305,1621,1076,739,267
6392,ZCTA5 20732,2675,2490,783,947,819,221
6393,ZCTA5 20733,977,902,247,405,366,120
6394,ZCTA5 20735,12632,12003,3443,4991,4033,931
6395,ZCTA5 20736,3261,3191,1043,1334,1077,252
6396,ZCTA5 20737,4421,3245,843,1531,988,275
6397,ZCTA5 20740,5059,4405,2090,2478,2121,983
6398,ZCTA5 20742,0,0,0,0,0,0
6399,ZCTA5 20743,10441,8944,1482,5073,3898,551
6400,ZCTA5 20744,15926,14734,5423,8775,7576,2860
6401,ZCTA5 20745,7806,6665,1415,2760,2147,350
6402,ZCTA5 20746,7124,6391,1294,2679,2170,362
6403,ZCTA5 20747,10839,9679,1614,3819,2923,542
6404,ZCTA5 20748,10536,9730,2267,5425,4514,1128
6405,ZCTA5 20751,921,810,285,359,327,130
6406,ZCTA5 20754,2414,2309,920,900,769,222
6407,ZCTA5 20755,646,619,338,25,20,3
6408,ZCTA5 20758,171,171,76,153,124,6
6409,ZCTA5 20759,1187,1175,730,746,678,244
6410,ZCTA5 20762,266,248,121,13,7,7
6411,ZCTA5 20763,303,303,85,176,121,61
6412,ZCTA5 20764,1524,1410,416,448,351,207
6413,ZCTA5 20765,167,139,51,169,141,21
6414,ZCTA5 20769,2179,2155,1180,793,686,388
6415,ZCTA5 20770,6291,5842,2744,2042,1696,637
6416,ZCTA5 20772,13859,13113,4967,4591,4035,1307
6417,ZCTA5 20774,13768,13285,5497,5552,4779,1559
6418,ZCTA5 20776,980,951,229,636,495,192
6419,ZCTA5 20777,1343,1343,931,666,621,278
6420,ZCTA5 20778,668,668,188,397,348,60
6421,ZCTA5 20779,491,491,276,254,254,136
6422,ZCTA5 20781,2869,2315,961,885,631,221
6423,ZCTA5 20782,7649,5939,2164,3537,2755,1124
6424,ZCTA5 20783,9561,6005,1932,3711,2908,1135
6425,ZCTA5 20784,8122,6367,1591,2653,1972,516
6426,ZCTA5 20785,9338,8302,1946,3538,2432,716
6427,ZCTA5 20794,4783,3875,1006,1150,690,150
6428,ZCTA5 20812,79,79,65,36,36,34
6429,ZCTA5 20814,7642,7533,6361,4813,4571,3249
6430,ZCTA5 20815,8646,8588,7468,6657,6508,5395
6431,ZCTA5 20816,5063,5006,4605,3180,3106,2239
6432,ZCTA5 20817,11335,11231,9754,6681,6489,4894
6433,ZCTA5 20818,852,852,604,209,196,172
6434,ZCTA5 20832,8742,8386,5587,2910,2526,1219
6435,ZCTA5 20833,2804,2773,1815,1018,977,454
6436,ZCTA5 20837,2191,2093,1169,422,380,103
6437,ZCTA5 20838,92,92,67,42,40,22
6438,ZCTA5 20839,18,18,7,6,6,3
6439,ZCTA5 20841,3220,2943,2110,897,715,396
6440,ZCTA5 20842,530,508,210,441,395,205
6441,ZCTA5 20850,13129,12638,8884,7400,6604,3865
6442,ZCTA5 20851,3968,3515,1911,1329,1178,443
6443,ZCTA5 20852,10240,9853,7291,7735,7166,4395
6444,ZCTA5 20853,8918,8151,4900,4937,4302,2303
6445,ZCTA5 20854,17089,16695,14308,10001,9723,7606
6446,ZCTA5 20855,4583,4381,2968,2297,2065,1229
6447,ZCTA5 20860,599,583,352,704,653,342
6448,ZCTA5 20861,717,717,583,176,163,102
6449,ZCTA5 20862,123,123,60,55,55,31
6450,ZCTA5 20866,4085,3735,2134,1315,1080,471
6451,ZCTA5 20868,207,207,87,103,103,9
6452,ZCTA5 20871,4134,3789,2470,1152,949,329
6453,ZCTA5 20872,4228,3924,1895,1119,997,350
6454,ZCTA5 20874,15756,14635,7684,3890,3334,1515
6455,ZCTA5 20876,7465,6832,3735,1760,1492,740
6456,ZCTA5 20877,8259,6791,3304,4083,3521,1829
6457,ZCTA5 20878,19672,18791,13852,6827,6255,4144
6458,ZCTA5 20879,6901,6523,3410,2141,1574,836
6459,ZCTA5 20880,210,204,179,115,109,74
6460,ZCTA5 20882,5465,5184,3049,1787,1692,752
6461,ZCTA5 20886,8960,8230,4622,3143,2729,1356
6462,ZCTA5 20895,5677,5381,3981,3100,2859,1886
6463,ZCTA5 20896,270,270,240,170,170,131
6464,ZCTA5 20899,59,59,11,15,15,6
6465,ZCTA5 20901,10049,8843,5638,3843,3224,1939
6466,ZCTA5 20902,12128,10045,5335,5832,4594,2512
6467,ZCTA5 20903,5015,3325,1624,2046,1448,658
6468,ZCTA5 20904,14591,13518,7294,8842,7484,3783
6469,ZCTA5 20905,5883,5614,3404,2934,2669,1647
6470,ZCTA5 20906,17648,14891,6632,13186,11119,5424
6471,ZCTA5 20910,9740,9242,6026,4319,3562,1976
6472,ZCTA5 20912,6838,6033,3741,2180,1617,786
6473,ZCTA5 21001,6874,6109,1344,3296,2584,441
6474,ZCTA5 21005,361,361,183,42,42,20
6475,ZCTA5 21009,8115,7821,2612,2731,2375,485
6476,ZCTA5 21010,19,19,19,0,0,0
6477,ZCTA5 21012,6179,6071,3310,3088,2907,1322
6478,ZCTA5 21013,1651,1639,848,934,827,368
6479,ZCTA5 21014,10782,10395,4463,5654,5011,1810
6480,ZCTA5 21015,8777,8429,3956,3699,3337,885
6481,ZCTA5 21017,1731,1620,421,585,548,241
6482,ZCTA5 21028,1200,1141,512,514,494,189
6483,ZCTA5 21029,4271,4242,3486,1199,1101,691
6484,ZCTA5 21030,6357,6086,3503,3881,3552,1829
6485,ZCTA5 21031,0,0,0,0,0,0
6486,ZCTA5 21032,3249,3146,1586,1212,1011,421
6487,ZCTA5 21034,1061,962,316,746,549,124
6488,ZCTA5 21035,2789,2725,1630,1439,1315,666
6489,ZCTA5 21036,880,872,627,447,359,243
6490,ZCTA5 21037,6712,6516,2427,2811,2455,1080
6491,ZCTA5 21040,5984,5418,1191,2208,1744,279
6492,ZCTA5 21042,13200,13085,9627,5669,5201,3104
6493,ZCTA5 21043,12461,12078,7969,4976,4305,2004
6494,ZCTA5 21044,11239,10936,7805,6037,5862,3554
6495,ZCTA5 21045,10367,9872,5905,5045,4569,2609
6496,ZCTA5 21046,4598,4505,2879,1505,1420,910
6497,ZCTA5 21047,3935,3872,1750,2199,2082,545
6498,ZCTA5 21048,3772,3631,1618,1682,1467,360
6499,ZCTA5 21050,5562,5326,2073,2859,2469,658
6500,ZCTA5 21051,87,87,21,68,50,10
6501,ZCTA5 21052,87,74,5,48,41,5
6502,ZCTA5 21053,1241,1180,431,449,381,107
6503,ZCTA5 21054,3109,3027,1590,1811,1677,427
6504,ZCTA5 21056,107,107,107,35,35,11
6505,ZCTA5 21057,1360,1324,886,925,852,407
6506,ZCTA5 21060,8398,7440,1500,4753,3388,525
6507,ZCTA5 21061,14222,12455,2737,6141,4592,646
6508,ZCTA5 21071,184,184,73,64,64,17
6509,ZCTA5 21074,4758,4628,1601,2089,1750,298
6510,ZCTA5 21075,7337,6867,3453,1991,1512,550
6511,ZCTA5 21076,4094,3978,1894,1435,1005,217
6512,ZCTA5 21077,74,74,17,91,91,0
6513,ZCTA5 21078,5970,5458,2290,3392,2866,1009
6514,ZCTA5 21082,133,127,84,113,103,34
6515,ZCTA5 21084,2504,2472,851,1346,1219,423
6516,ZCTA5 21085,4538,4214,1321,2787,2328,517
6517,ZCTA5 21087,1976,1927,870,1135,958,277
6518,ZCTA5 21090,3017,2813,734,1780,1375,326
6519,ZCTA5 21093,10817,10514,6430,8716,8036,3768
6520,ZCTA5 21102,3582,3382,870,1595,1190,234
6521,ZCTA5 21104,1618,1572,867,903,819,313
6522,ZCTA5 21105,0,0,0,19,10,0
6523,ZCTA5 21108,5723,5398,3036,2341,2028,676
6524,ZCTA5 21111,1713,1665,1148,796,765,424
6525,ZCTA5 21113,7555,7299,3234,3021,2599,835
6526,ZCTA5 21114,6927,6718,3825,2427,2293,1149
6527,ZCTA5 21117,14381,13641,7742,6202,5358,2614
6528,ZCTA5 21120,2662,2593,1228,1182,1001,397
6529,ZCTA5 21122,18707,17128,4439,7598,6408,1626
6530,ZCTA5 21128,4170,4082,1593,1974,1690,394
6531,ZCTA5 21130,34,34,7,19,19,10
6532,ZCTA5 21131,2478,2457,1895,1211,1174,730
6533,ZCTA5 21132,952,881,305,378,325,9
6534,ZCTA5 21133,9541,8894,3110,4497,3926,1253
6535,ZCTA5 21136,10299,9681,4782,4312,3665,1490
6536,ZCTA5 21140,1136,1127,613,567,510,225
6537,ZCTA5 21144,9368,8463,3309,3192,2666,555
6538,ZCTA5 21146,8379,8202,5313,4186,3885,1796
6539,ZCTA5 21152,1913,1865,1075,643,595,177
6540,ZCTA5 21153,103,103,97,69,69,57
6541,ZCTA5 21154,2006,1807,529,1158,950,176
6542,ZCTA5 21155,884,802,196,423,385,120
6543,ZCTA5 21156,116,116,36,130,123,31
6544,ZCTA5 21157,11155,10461,3280,5609,4541,1161
6545,ZCTA5 21158,5931,5531,1796,3139,2628,693
6546,ZCTA5 21160,704,655,263,285,231,61
6547,ZCTA5 21161,1987,1965,921,739,639,186
6548,ZCTA5 21162,1030,928,202,547,434,65
6549,ZCTA5 21163,2245,2228,1262,1101,1046,622
6550,ZCTA5 21201,2916,2265,866,1587,999,214
6551,ZCTA5 21202,4759,3547,1058,1664,1085,350
6552,ZCTA5 21204,4517,4348,2827,3552,3242,1913
6553,ZCTA5 21205,3477,2481,144,1610,725,70
6554,ZCTA5 21206,14700,12896,2778,5340,3912,580
6555,ZCTA5 21207,13228,11963,3084,8309,6433,1666
6556,ZCTA5 21208,9638,9302,4818,8418,7875,3871
6557,ZCTA5 21209,6901,6670,4795,4600,4145,2323
6558,ZCTA5 21210,3105,3093,2433,2290,2227,1652
6559,ZCTA5 21211,3804,3148,1247,2423,1659,643
6560,ZCTA5 21212,9414,8579,4923,4470,3825,1945
6561,ZCTA5 21213,8281,7104,1160,3232,2257,321
6562,ZCTA5 21214,6468,5816,1921,2431,1911,635
6563,ZCTA5 21215,17571,14535,2704,10192,7606,1959
6564,ZCTA5 21216,8140,6890,1143,4041,2753,591
6565,ZCTA5 21217,10252,7558,1557,4720,2945,820
6566,ZCTA5 21218,11748,10035,3470,6042,4147,1518
6567,ZCTA5 21219,2879,2604,313,1749,1149,147
6568,ZCTA5 21220,10986,9663,1297,5154,3638,498
6569,ZCTA5 21221,11539,10107,1437,6081,4221,556
6570,ZCTA5 21222,15264,12577,1205,8829,5740,576
6571,ZCTA5 21223,6571,4532,502,2727,1381,158
6572,ZCTA5 21224,10368,8055,1910,5193,3192,703
6573,ZCTA5 21225,8794,6862,718,3637,2468,284
6574,ZCTA5 21226,1905,1492,189,706,402,67
6575,ZCTA5 21227,8410,6991,1264,4268,3108,384
6576,ZCTA5 21228,13747,12938,6504,8953,8009,3237
6577,ZCTA5 21229,12559,10994,1957,5913,3930,608
