,GEO.display-label,PoorFucks,HC02_EST_VC09,HC02_EST_VC10,RichFucks
289,ZCTA5 01474,19.4,6.3,12.2,62.099999999999994
290,ZCTA5 01475,25.299999999999997,12.9,16.7,45.3
291,ZCTA5 01501,20.900000000000002,10.8,18.6,49.7
292,ZCTA5 01503,16.4,6.8,15.2,61.6
293,ZCTA5 01504,18.4,8.6,18.5,54.400000000000006
294,ZCTA5 01505,15.399999999999999,9.0,15.9,59.699999999999996
295,ZCTA5 01506,26.3,16.0,14.1,43.5
296,ZCTA5 01507,17.5,7.8,16.4,58.3
297,ZCTA5 01510,23.299999999999997,10.3,20.8,45.7
298,ZCTA5 01515,18.400000000000002,10.1,19.2,52.099999999999994
299,ZCTA5 01516,12.9,7.6,17.2,62.300000000000004
300,ZCTA5 01518,30.7,10.7,12.7,45.8
301,ZCTA5 01519,14.099999999999998,6.8,12.2,67.1
302,ZCTA5 01520,13.2,7.5,15.2,64.1
303,ZCTA5 01521,18.0,10.6,16.4,55.1
304,ZCTA5 01522,12.7,6.8,13.5,67.1
305,ZCTA5 01523,10.899999999999999,12.0,9.4,67.6
306,ZCTA5 01524,23.6,14.1,17.3,45.099999999999994
307,ZCTA5 01525,35.1,0.0,20.2,44.7
308,ZCTA5 01527,26.399999999999995,6.5,17.3,49.9
309,ZCTA5 01529,17.599999999999998,9.9,14.9,57.300000000000004
310,ZCTA5 01531,17.0,9.2,17.2,56.800000000000004
311,ZCTA5 01532,11.2,7.5,13.2,68.1
312,ZCTA5 01534,19.3,7.2,12.6,61.00000000000001
313,ZCTA5 01535,22.5,10.6,20.0,46.9
314,ZCTA5 01536,18.5,6.6,12.4,62.4
315,ZCTA5 01537,29.3,4.1,16.9,49.7
316,ZCTA5 01540,29.0,8.1,15.9,47.10000000000001
317,ZCTA5 01541,10.2,4.7,13.4,71.7
318,ZCTA5 01542,11.299999999999999,9.7,11.1,67.9
319,ZCTA5 01543,11.6,10.0,16.5,62.0
320,ZCTA5 01545,16.8,6.2,12.8,64.2
321,ZCTA5 01550,37.300000000000004,12.4,20.1,30.3
322,ZCTA5 01560,17.4,13.0,14.1,55.5
323,ZCTA5 01561,16.5,0.0,43.5,40.0
324,ZCTA5 01562,30.500000000000004,5.9,20.2,43.5
325,ZCTA5 01564,15.099999999999998,4.9,15.2,64.8
326,ZCTA5 01566,12.799999999999999,7.1,18.2,62.099999999999994
327,ZCTA5 01568,15.700000000000001,5.9,5.4,73.0
328,ZCTA5 01569,17.0,6.9,16.7,59.300000000000004
329,ZCTA5 01570,32.6,14.8,18.2,34.5
330,ZCTA5 01571,26.300000000000004,10.6,18.7,44.4
331,ZCTA5 01581,15.100000000000001,5.0,13.7,66.1
332,ZCTA5 01583,18.400000000000002,10.5,23.0,48.2
333,ZCTA5 01585,27.400000000000002,11.2,16.3,45.0
334,ZCTA5 01588,26.5,10.3,19.2,43.9
335,ZCTA5 01590,11.499999999999998,6.9,11.4,70.2
336,ZCTA5 01602,29.1,10.8,16.3,43.7
337,ZCTA5 01603,41.300000000000004,13.3,15.1,30.199999999999996
338,ZCTA5 01604,36.800000000000004,12.5,19.1,31.6
339,ZCTA5 01605,47.3,13.0,14.8,24.900000000000002
340,ZCTA5 01606,26.199999999999996,11.0,18.6,44.3
341,ZCTA5 01607,40.0,13.3,21.6,24.900000000000002
342,ZCTA5 01608,70.60000000000001,13.4,12.4,3.6999999999999997
343,ZCTA5 01609,43.400000000000006,12.1,12.9,31.4
344,ZCTA5 01610,55.0,15.2,14.5,15.299999999999999
345,ZCTA5 01611,16.799999999999997,11.4,19.5,52.3
346,ZCTA5 01612,13.7,8.5,14.2,63.5
347,ZCTA5 01701,15.4,8.0,12.3,64.2
348,ZCTA5 01702,35.9,12.5,15.6,36.0
349,ZCTA5 01718,0.0,6.3,0.0,93.7
350,ZCTA5 01719,13.500000000000002,11.9,15.3,59.400000000000006
351,ZCTA5 01720,13.600000000000001,4.4,10.0,72.1
352,ZCTA5 01721,13.600000000000001,6.7,13.3,66.5
353,ZCTA5 01730,10.100000000000001,7.6,11.2,71.1
354,ZCTA5 01731,11.299999999999999,13.1,13.0,62.599999999999994
355,ZCTA5 01740,9.700000000000001,4.3,9.0,77.0
356,ZCTA5 01741,9.599999999999998,3.6,5.5,81.3
357,ZCTA5 01742,13.5,3.8,8.8,73.9
358,ZCTA5 01745,10.8,3.8,0.0,85.4
359,ZCTA5 01746,12.299999999999999,5.6,10.2,71.9
360,ZCTA5 01747,21.1,4.3,14.7,59.900000000000006
361,ZCTA5 01748,5.6,6.6,8.3,79.5
362,ZCTA5 01749,20.2,8.6,16.0,55.1
363,ZCTA5 01752,20.000000000000004,12.5,17.1,50.400000000000006
364,ZCTA5 01754,21.4,10.6,9.8,58.199999999999996
365,ZCTA5 01756,9.1,4.6,9.6,76.8
366,ZCTA5 01757,20.700000000000003,11.1,17.6,50.5
367,ZCTA5 01760,17.0,7.2,12.4,63.4
